SEDOL,Ticker,Holdings name,Shares,Market value*,% of fund*,Sector,Market,Security depository receipt type
B0GLYB5,RBC,RBC Bearings Inc.,906296,"$208,937,479.84 ",0.015197601,Industrial Machinery & Supplies & Components,US,---
2611206,MUR,Murphy Oil Corp.,4593947,"$208,565,193.80 ",0.015170522,Oil & Gas Exploration & Production,US,---
BPQWHP8,HR,Healthcare Trust of America Inc. Class A,11862497,"$207,830,947.44 ",0.015117115,Health Care REITs,US,---
2404871,MKSI,MKS Instruments Inc.,2070112,"$207,487,325.76 ",0.015092121,Semiconductor Materials & Equipment,US,---
2191399,EXP,Eagle Materials Inc.,1090289,"$206,413,513.48 ",0.015014014,Construction Materials,US,---
2531832,LFUS,Littelfuse Inc.,772269,"$206,257,604.52 ",0.015002674,Electronic Components,US,---
BJ1N1M9,CPRI,Capri Holdings Ltd.,3920708,"$205,797,962.92 ",0.014969241,"Apparel, Accessories & Luxury Goods",VG,---
2036047,FIX,Comfort Systems USA Inc.,1114509,"$205,704,926.13 ",0.014962473,Construction & Engineering,US,---
BFTDJL8,BRX,Brixmor Property Group Inc.,9328527,"$205,041,023.46 ",0.014914183,Retail REITs,US,---
BMG9GG2,CIVI,Civitas Resources Inc.,2493262,"$204,996,001.64 ",0.014910908,Oil & Gas Exploration & Production,US,---
2849234,SF,Stifel Financial Corp.,3152526,"$204,977,240.52 ",0.014909543,Investment Banking & Brokerage,US,---
BDT5KT5,INSP,Inspire Medical Systems Inc.,903283,"$204,936,847.04 ",0.014906605,Health Care Equipment,US,---
2213260,CMC,Commercial Metals Co.,3640351,"$204,915,357.79 ",0.014905042,Steel,US,---
B64BRQ5,STAG,STAG Industrial Inc.,5586432,"$204,072,360.96 ",0.014843725,Industrial REITs,US,---
BF108P4,WH,Wyndham Hotels & Resorts Inc.,2688410,"$202,679,229.90 ",0.014742392,"Hotels, Resorts & Cruise Lines",US,---
BYQRG48,NTRA,Natera Inc.,3422451,"$201,000,547.23 ",0.014620288,Biotechnology,US,---
B7K24P7,INGR,Ingredion Inc.,1945578,"$200,219,431.98 ",0.014563472,Agricultural Products & Services,US,---
BDTZZG7,SAIC,Science Applications International Corp.,1700485,"$200,079,065.10 ",0.014553262,Research & Consulting Services,US,---
B7D65M0,GMED,Globus Medical Inc.,3656248,"$197,803,016.80 ",0.014387708,Health Care Equipment,US,---
BLDDYB1,CHRD,Chord Energy Corp.,1224165,"$197,702,647.50 ",0.014380407,Oil & Gas Exploration & Production,US,---
2351449,FCN,FTI Consulting Inc.,1063882,"$197,690,553.24 ",0.014379528,Research & Consulting Services,US,---
2824770,X,United States Steel Corp.,6333293,"$196,902,079.37 ",0.014322176,Steel,US,---
BLNN369,WFRD,Weatherford International plc,2222165,"$196,706,045.80 ",0.014307917,Oil & Gas Equipment & Services,IE,---
2155306,MTZ,MasTec Inc.,1977002,"$196,691,928.98 ",0.01430689,Construction & Engineering,US,---
2212870,CMA,Comerica Inc.,4074834,"$196,040,263.74 ",0.01425949,Diversified Banks,US,---
BDCBC61,MEDP,Medpace Holdings Inc.,723993,"$195,673,588.11 ",0.014232818,Life Sciences Tools & Services,US,---
BD420Q8,ACLS,Axcelis Technologies Inc.,1018017,"$195,611,966.55 ",0.014228336,Semiconductor Materials & Equipment,US,---
2616137,BRKR,Bruker Corp.,2970308,"$194,852,204.80 ",0.014173073,Life Sciences Tools & Services,US,---
BSFWCF5,AXTA,Axalta Coating Systems Ltd.,6878408,"$194,658,946.40 ",0.014159016,Specialty Chemicals,BM,---
2721967,RMBS,Rambus Inc.,3423251,"$193,310,983.97 ",0.014060968,Semiconductors,US,---
BCZWJ63,MUSA,Murphy USA Inc.,607282,"$192,897,054.48 ",0.01403086,Automotive Retail,US,---
BMWF095,ZI,ZoomInfo Technologies Inc. Class A,10691398,"$192,658,991.96 ",0.014013544,Interactive Media & Services,US,---
2416779,HXL,Hexcel Corp.,2617933,"$191,894,488.90 ",0.013957936,Aerospace & Defense,US,---
BF5L3T2,ELAN,Elanco Animal Health Inc.,15660285,"$191,055,477 ",0.013896908,Pharmaceuticals,US,---
BMQ60Q1,UFPI,UFP Industries Inc.,1824902,"$190,428,523.70 ",0.013851305,Building Products,US,---
2692933,PII,Polaris Inc.,1688320,"$189,243,788.80 ",0.013765131,Leisure Products,US,---
BD8S5H8,NOVT,Novanta Inc.,1133157,"$189,214,555.86 ",0.013763004,Electronic Equipment & Instruments,CA,---
2105505,HRB,H&R Block Inc.,4729702,"$189,093,485.96 ",0.013754198,Specialized Consumer Services,US,---
BYXR425,RH,Rh,517314,"$188,917,899.66 ",0.013741426,Homefurnishing Retail,US,---
BJMLSD2,KRTX,Karuna Therapeutics Inc.,1004636,"$188,630,455.36 ",0.013720518,Biotechnology,US,---
B4NFPK4,FAF,First American Financial Corp.,3053829,"$188,360,172.72 ",0.013700858,Property & Casualty Insurance,US,---
BYYHJL8,AGNC,AGNC Investment Corp.,18859079,"$186,893,472.89 ",0.013594174,Mortgage REITs,US,---
B3PQ520,STWD,Starwood Property Trust Inc.,9144865,"$186,829,591.95 ",0.013589528,Mortgage REITs,US,---
2766173,SIGI,Selective Insurance Group Inc.,1882906,"$186,803,104.26 ",0.013587601,Property & Casualty Insurance,US,---
BN2QTL0,NE,Noble Corp. plc,3538988,"$186,646,227.12 ",0.01357619,Oil & Gas Drilling,GB,---
BKM5C62,OPCH,Option Care Health Inc.,5350813,"$186,368,816.79 ",0.013556012,Health Care Services,US,---
2086309,AIT,Applied Industrial Technologies Inc.,1204324,"$185,911,495.88 ",0.013522748,Trading Companies & Distributors,US,---
BMBVND9,WOLF,Wolfspeed Inc.,3875966,"$185,348,694.12 ",0.013481811,Semiconductors,US,---
B081VR8,MORN,Morningstar Inc.,794558,"$184,869,809.86 ",0.013446978,Financial Exchanges & Data,US,---
BDHF495,ATKR,Atkore Inc.,1194768,"$183,958,428.96 ",0.013380686,Electrical Components & Equipment,US,---
B4JSZL8,FN,Fabrinet,1139389,"$183,179,569.53 ",0.013324034,Electronic Manufacturing Services,KY,---
BG0Q4Z2,JEF,Jefferies Financial Group Inc.,5131650,"$183,148,588.50 ",0.013321781,Investment Banking & Brokerage,US,---
2526117,ATI,ATI Inc.,4026249,"$182,509,867.17 ",0.013275322,Steel,US,---
B1YWR63,MASI,Masimo Corp.,1573906,"$179,865,977.68 ",0.013083011,Health Care Equipment,US,---
2062161,ADC,Agree Realty Corp.,2904174,"$179,536,036.68 ",0.013059012,Retail REITs,US,---
BP8XZL1,HQY,HealthEquity Inc.,2647413,"$178,832,748.15 ",0.013007857,Managed Health Care,US,---
BFMBMT8,ST,Sensata Technologies Holding plc,4745801,"$178,537,033.62 ",0.012986347,Electrical Components & Equipment,GB,---
BQXZP64,W,Wayfair Inc.,2578128,"$178,174,426.08 ",0.012959972,Homefurnishing Retail,US,---
2732635,AN,AutoNation Inc.,1132624,"$177,923,904.16 ",0.01294175,Automotive Retail,US,---
B0T7Z62,CROX,Crocs Inc.,1821215,"$177,277,068.10 ",0.012894701,Footwear,US,---
2719070,RLI,RLI Corp.,1340740,"$176,334,124.80 ",0.012826113,Property & Casualty Insurance,US,---
B3KFWW1,RIG,Transocean Ltd.,21531234,"$176,125,494.12 ",0.012810938,Oil & Gas Drilling,CH,---
BP2V812,AZPN,Aspen Technology Inc.,907287,"$176,013,678 ",0.012802805,Application Software,US,---
2149309,BC,Brunswick Corp./DE,2213761,"$175,152,770.32 ",0.012740184,Leisure Products,US,---
2821395,SON,Sonoco Products Co.,3039892,"$174,641,795.40 ",0.012703017,Paper & Plastic Packaging Products & Materials,US,---
BLDC8J4,OGN,Organon & Co.,7915171,"$173,817,155.16 ",0.012643035,Pharmaceuticals,US,---
2949758,NXST,Nexstar Media Group Inc. Class A,1065778,"$173,508,658.40 ",0.012620596,Broadcasting,US,---
BN70ZC0,BRBR,BellRing Brands Inc.,4180924,"$173,508,346 ",0.012620573,Personal Care Products,US,---
2975098,HALO,Halozyme Therapeutics Inc.,4072681,"$173,333,303.36 ",0.012607841,Biotechnology,US,---
B2QH310,IRDM,Iridium Communications Inc.,3537939,"$173,182,114.05 ",0.012596844,Alternative Carriers,US,---
B4PZ892,ALSN,Allison Transmission Holdings Inc.,2853664,"$172,503,988.80 ",0.012547518,Construction Machinery & Heavy Transportation Equipment,US,---
BHHZBZ8,SRC,Spirit Realty Capital Inc.,4465730,"$172,421,835.30 ",0.012541543,Retail REITs,US,---
2213204,CBSH,Commerce Bancshares Inc./MO,3497667,"$171,700,473.03 ",0.012489073,Regional Banks,US,---
B7XJTN8,QLYS,Qualys Inc.,1098807,"$171,029,309.55 ",0.012440254,Systems Software,US,---
2598699,MHK,Mohawk Industries Inc.,1686190,"$170,962,804.10 ",0.012435416,Home Furnishings,US,---
BDJ0LS6,IONS,Ionis Pharmaceuticals Inc.,4243644,"$170,891,543.88 ",0.012430233,Biotechnology,US,---
2239556,CFR,Cullen/Frost Bankers Inc.,1806338,"$170,753,131.14 ",0.012420165,Regional Banks,US,---
BNFX071,SSB,SouthState Corp.,2353679,"$170,170,991.70 ",0.012377822,Regional Banks,US,---
B7MJWP2,BFAM,Bright Horizons Family Solutions Inc.,1796490,"$169,624,585.80 ",0.012338078,Education Services,US,---
BLR4TK4,AGL,agilon health Inc.,9460652,"$167,642,753.44 ",0.012193924,Health Care Services,US,---
BYNF418,AA,Alcoa Corp.,5562311,"$167,314,314.88 ",0.012170034,Aluminum,US,---
2232793,SEE,Sealed Air Corp.,4499068,"$166,735,460.08 ",0.01212793,Paper & Plastic Packaging Products & Materials,US,---
2012605,ALK,Alaska Air Group Inc.,3965529,"$166,433,252.13 ",0.012105948,Passenger Airlines,US,---
BMD02L5,PATH,UiPath Inc. Class A,10477190,"$165,644,373.90 ",0.012048567,Systems Software,US,---
BNXH3Z4,CFLT,Confluent Inc. Class A,5004409,"$165,595,893.81 ",0.01204504,Application Software,US,---
BN7CQS9,OWL,Blue Owl Capital Inc. Class A,13854256,"$165,558,359.20 ",0.01204231,Asset Management & Custody Banks,US,---
BYQ3PM7,HLI,Houlihan Lokey Inc. Class A,1570984,"$165,487,454.56 ",0.012037153,Investment Banking & Brokerage,US,---
B3V9F12,PVH,PVH Corp.,1978094,"$165,368,658.40 ",0.012028512,"Apparel, Accessories & Luxury Goods",US,---
B1YWPP8,ENSG,Ensign Group Inc.,1647896,"$165,152,137.12 ",0.012012763,Health Care Facilities,US,---
BLH11J8,PCOR,Procore Technologies Inc.,2439685,"$164,800,721.75 ",0.011987202,Application Software,US,---
BNG8Z81,COHR,Coherent Corp.,4376832,"$164,700,188.16 ",0.011979889,Electronic Components,US,---
B7F4TJ7,PBF,PBF Energy Inc. Class A,3512384,"$164,695,685.76 ",0.011979562,Oil & Gas Refining & Marketing,US,---
2910118,UGI,UGI Corp.,6534575,"$164,540,598.50 ",0.011968281,Gas Utilities,US,---
BMBPH06,APG,API Group Corp.,5841430,"$164,436,254.50 ",0.011960691,Construction & Engineering,US,---
2989828,ZION,Zions Bancorp NA,4617652,"$163,926,646 ",0.011923623,Regional Banks,US,---
2475060,NSIT,Insight Enterprises Inc.,1020742,"$163,410,586.78 ",0.011886087,Technology Distributors,US,---
BSS6HY8,WK,Workiva Inc. Class A,1460424,"$163,348,424.40 ",0.011881565,Application Software,US,---
BFZND98,SMAR,Smartsheet Inc. Class A,3890321,"$162,343,095.33 ",0.01180844,Application Software,US,---
BK63SF3,NVST,Envista Holdings Corp.,5068746,"$162,301,246.92 ",0.011805396,Health Care Equipment,US,---
BYSFJV8,PLNT,Planet Fitness Inc. Class A,2668968,"$162,273,254.40 ",0.01180336,Leisure Facilities,US,---
2310257,PB,Prosperity Bancshares Inc.,2843578,"$161,543,666.18 ",0.011750291,Regional Banks,US,---
BP0VMC3,UHAL.B,U-Haul Holding Co.,3032191,"$161,433,848.84 ",0.011742304,Cargo Ground Transportation,US,---
B0CCGJ4,WAL,Western Alliance Bancorp,3224434,"$161,253,944.34 ",0.011729218,Regional Banks,US,---
2818461,AYI,Acuity Brands Inc.,998948,"$161,110,333.44 ",0.011718772,Electrical Components & Equipment,US,---
2288406,FLS,Flowserve Corp.,4061597,"$160,717,393.29 ",0.01169019,Industrial Machinery & Supplies & Components,US,---
BN6QGL5,AIRC,Apartment Income REIT Corp.,4712950,"$160,523,077 ",0.011676056,---,US,---
2943620,WTS,Watts Water Technologies Inc. Class A,850205,"$160,493,197.85 ",0.011673883,Industrial Machinery & Supplies & Components,US,---
BF7J7N6,TENB,Tenable Holdings Inc.,3536242,"$160,439,299.54 ",0.011669962,Systems Software,US,---
2764188,SM,SM Energy Co.,3785774,"$160,176,097.94 ",0.011650818,Oil & Gas Exploration & Production,US,---
BFWGXR8,ESNT,Essent Group Ltd.,3189172,"$160,160,217.84 ",0.011649663,Commercial & Residential Mortgage Financ,BM,---
B3N4753,TRNO,Terreno Realty Corp.,2628191,"$160,030,549.99 ",0.011640231,Industrial REITs,US,---
2926825,VMI,Valmont Industries Inc.,630856,"$159,921,996 ",0.011632335,Construction & Engineering,US,---
2508386,PLUG,Plug Power Inc.,18872331,"$159,659,920.26 ",0.011613272,Electrical Components & Equipment,US,---
BKY7X18,FIVN,Five9 Inc.,2198709,"$159,120,570.33 ",0.011574041,Application Software,US,---
2898087,DVA,DaVita Inc.,1553065,"$159,064,917.30 ",0.011569993,Health Care Services,US,---
BN7L880,DTM,DT Midstream Inc.,3032862,"$158,588,353.98 ",0.011535329,Oil & Gas Storage & Transportation,US,---
BRJ9GW0,RITM,Rithm Capital Corp.,15329874,"$158,051,000.94 ",0.011496243,Mortgage REITs,US,---
2889876,THO,Thor Industries Inc.,1501303,"$157,366,580.46 ",0.01144646,Automobile Manufacturers,US,---
BZ0CTP8,CC,Chemours Co.,4621286,"$157,216,149.72 ",0.011435518,Diversified Chemicals,US,---
B5B82X4,H,Hyatt Hotels Corp. Class A,1398249,"$157,177,170.09 ",0.011432683,"Hotels, Resorts & Cruise Lines",US,---
B04NJM9,DLB,Dolby Laboratories Inc. Class A,1858051,"$156,949,567.97 ",0.011416128,Systems Software,US,---
BP0TR77,LCID,Lucid Group Inc.,24782826,"$155,636,147.28 ",0.011320593,Automobile Manufacturers,US,---
2892807,TKR,Timken Co.,2032210,"$155,301,488.20 ",0.011296251,Industrial Machinery & Supplies & Components,US,---
2696838,FLR,Fluor Corp.,4425461,"$154,846,880.39 ",0.011263184,Construction & Engineering,US,---
2493534,KEX,Kirby Corp.,1865017,"$154,479,358.11 ",0.011236451,Marine Transportation,US,---
BPBSZJ1,KRG,Kite Realty Group Trust,6835471,"$154,276,580.47 ",0.011221701,Retail REITs,US,---
2548616,MTG,MGIC Investment Corp.,8737784,"$153,610,242.72 ",0.011173234,Commercial & Residential Mortgage Financ,US,---
2626103,NFG,National Fuel Gas Co.,2856102,"$153,486,921.48 ",0.011164263,Gas Utilities,US,---
2855855,ABG,Asbury Automotive Group Inc.,666809,"$153,366,070 ",0.011155473,Automotive Retail,US,---
BYSZB89,OMF,OneMain Holdings Inc,3690575,"$153,195,768.25 ",0.011143086,Consumer Finance,US,---
B86QM90,BPOP,Popular Inc.,2237687,"$152,789,268.36 ",0.011113518,Regional Banks,PR,---
2018669,MMS,Maximus Inc.,1888558,"$152,633,257.56 ",0.01110217,Data Processing & Outsourced Services,US,---
B0650B9,HUN,Huntsman Corp.,5470539,"$152,463,921.93 ",0.011089853,Diversified Chemicals,US,---
BMCM6P4,DUOL,Duolingo Inc.,1032767,"$151,981,991.72 ",0.011054799,Education Services,US,---
BH4GV32,VNT,Vontier Corp.,4832030,"$151,774,062.30 ",0.011039674,Electronic Equipment & Instruments,US,---
2069128,BMI,Badger Meter Inc.,913457,"$151,706,938.56 ",0.011034792,Electronic Equipment & Instruments,US,---
B832462,TMHC,Taylor Morrison Home Corp.,3195004,"$151,443,189.60 ",0.011015607,Homebuilding,US,---
BYQHPG3,CVNA,Carvana Co. Class A,3002912,"$151,196,619.20 ",0.010997672,Automotive Retail,US,---
B1BHXZ2,EVR,Evercore Inc. Class A,1078523,"$151,047,146.15 ",0.0109868,Investment Banking & Brokerage,US,---
BYY9FX8,RETA,Reata Pharmaceuticals Inc. Class A,892021,"$150,751,549 ",0.010965299,Pharmaceuticals,US,---
2675097,PNFP,Pinnacle Financial Partners Inc.,2263131,"$150,633,999.36 ",0.010956749,Regional Banks,US,---
2296937,IDA,IDACORP Inc.,1570103,"$150,478,671.52 ",0.010945451,Electric Utilities,US,---
B3P6D26,ALKS,Alkermes plc,5139163,"$150,012,167.97 ",0.010911518,Biotechnology,IE,---
BYYXHN4,WING,Wingstop Inc.,932907,"$149,862,180.48 ",0.010900609,Restaurants,US,---
2002554,SNX,TD SYNNEX Corp.,1472709,"$149,848,140.75 ",0.010899587,Technology Distributors,US,---
2127899,AMG,Affiliated Managers Group Inc.,1117466,"$149,751,618.66 ",0.010892567,Asset Management & Custody Banks,US,---
2133045,POWI,Power Integrations Inc.,1780276,"$149,578,789.52 ",0.010879995,Semiconductors,US,---
BZ22B38,OLLI,Ollie's Bargain Outlet Holdings Inc.,1939602,"$149,504,522.16 ",0.010874593,Broadline Retail,US,---
2601326,MTH,Meritage Homes Corp.,1074933,"$149,458,684.32 ",0.010871259,Homebuilding,US,---
B0LLFT5,GME,GameStop Corp. Class A,8052931,"$149,381,870.05 ",0.010865672,Computer & Electronics Retail,US,---
BDG22J3,VVV,Valvoline Inc.,4323764,"$148,910,432.16 ",0.010831381,Automotive Retail,US,---
B8QV5C9,RHP,Ryman Hospitality Properties Inc.,1748537,"$148,678,101.11 ",0.010814482,Hotel & Resort REITs,US,---
BHCB0P4,ITCI,Intra-Cellular Therapies Inc.,2670176,"$148,248,171.52 ",0.01078321,Pharmaceuticals,US,---
BFXCLC6,ESTC,Elastic NV,2381961,"$147,395,746.68 ",0.010721206,Application Software,NL,---
BT6T3N7,NEWR,New Relic Inc.,1730175,"$147,255,194.25 ",0.010710983,Application Software,US,---
2117232,BYD,Boyd Gaming Corp.,2195704,"$146,826,726.48 ",0.010679817,Casinos & Gaming,US,---
BGH1M56,PRGO,Perrigo Co. plc,4192453,"$146,735,855 ",0.010673207,Pharmaceuticals,IE,---
B247H10,TDC,Teradata Corp.,3170439,"$146,696,212.53 ",0.010670324,Systems Software,US,---
BNXKSK3,RYAN,Ryan Specialty Holdings Inc. Class A,3004598,"$146,474,152.50 ",0.010654172,Insurance Brokers,US,---
2425258,WTFC,Wintrust Financial Corp.,1882482,"$146,099,428.02 ",0.010626915,Regional Banks,US,---
BCRY5K3,FOXF,Fox Factory Holding Corp.,1316428,"$145,873,386.68 ",0.010610474,Automotive Parts & Equipment,US,---
BP8S8J5,LNTH,Lantheus Holdings Inc.,2115662,"$144,795,907.28 ",0.0105321,Health Care Supplies,US,---
B1F76F9,WU,Western Union Co.,11661016,"$144,013,547.60 ",0.010475193,Transaction & Payment Processing Service,US,---
2066505,AVT,Avnet Inc.,2835058,"$143,879,193.50 ",0.010465421,Technology Distributors,US,---
BKPVG43,AZEK,AZEK Co. Inc. Class A,4228929,"$143,825,875.29 ",0.010461543,Building Products,US,---
B07LST0,EXLS,ExlService Holdings Inc.,4919776,"$143,805,052.48 ",0.010460028,Data Processing & Outsourced Services,US,---
BKS3RS7,TXG,10X Genomics Inc. Class A,2763821,"$143,304,118.85 ",0.010423591,Life Sciences Tools & Services,US,---
2567655,MSM,MSC Industrial Direct Co. Inc. Class A,1400043,"$142,888,388.58 ",0.010393352,Trading Companies & Distributors,US,---
BDBBB21,TRTN,Triton International Ltd.,1701769,"$142,795,436.79 ",0.010386591,Trading Companies & Distributors,BM,---
B6T0518,POST,Post Holdings Inc.,1588248,"$142,481,728.08 ",0.010363773,Packaged Foods & Meats,US,---
2197308,CRUS,Cirrus Logic Inc.,1722892,"$141,346,059.68 ",0.010281167,Semiconductors,US,---
2330318,EXPO,Exponent Inc.,1572353,"$141,291,640.58 ",0.010277209,Research & Consulting Services,US,---
2401195,HAE,Haemonetics Corp.,1570092,"$140,884,355.16 ",0.010247584,Health Care Supplies,US,---
2072074,BCPC,Balchem Corp.,1000915,"$140,628,557.50 ",0.010228977,Specialty Chemicals,US,---
B5B15Y5,MTSI,MACOM Technology Solutions Holdings Inc.,1645419,"$139,136,630.64 ",0.010120458,Semiconductors,US,---
2658441,ONB,Old National Bancorp/IN,9117338,"$139,130,577.88 ",0.010120018,Regional Banks,US,---
BJ1C2K1,ESI,Element Solutions Inc.,6741684,"$139,013,524.08 ",0.010111504,Specialty Chemicals,US,---
BKPVGH6,PCVX,Vaxcyte Inc.,2673190,"$138,792,024.80 ",0.010095393,Biotechnology,US,---
2049175,AEIS,Advanced Energy Industries Inc.,1174883,"$138,718,435.81 ",0.01009004,Electronic Equipment & Instruments,US,---
BZ56Q65,OZK,Bank OZK,3449648,"$138,572,360.16 ",0.010079415,Regional Banks,US,---
2411053,HOG,Harley-Davidson Inc.,4102023,"$138,443,276.25 ",0.010070025,Motorcycle Manufacturers,US,---
BYXD7B3,DXC,DXC Technology Co.,6651309,"$137,948,148.66 ",0.010034011,IT Consulting & Other Services,US,---
2760669,R,Ryder System Inc.,1368718,"$137,829,902.60 ",0.01002541,Cargo Ground Transportation,US,---
BW9JPS4,SUM,Summit Materials Inc. Class A,3681345,"$137,719,116.45 ",0.010017352,Construction Materials,US,---
2120490,CWST,Casella Waste Systems Inc. Class A,1748283,"$137,712,251.91 ",0.010016853,Environmental & Facilities Services,US,---
BFMZ4V6,SYNH,Syneos Health Inc.,3218142,"$137,511,207.66 ",0.010002229,Life Sciences Tools & Services,US,---
B17MTL9,HOMB,Home BancShares Inc./AR,6187190,"$137,231,874.20 ",0.009981911,Regional Banks,US,---
BNYD4F8,CR,Crane Co.,1498086,"$136,505,596.32 ",0.009929083,Industrial Machinery & Supplies & Components,US,---
2473138,RYN,Rayonier Inc.,4556564,"$136,241,263.60 ",0.009909856,Timber REITs,US,---
B4V9661,RL,Ralph Lauren Corp. Class A,1167080,"$136,116,540.40 ",0.009900784,"Apparel, Accessories & Luxury Goods",US,---
2516378,LNC,Lincoln National Corp.,5273666,"$135,322,269.56 ",0.009843011,Life & Health Insurance,US,---
BJJMGY5,FOX,Fox Corp. Class B,4429597,"$135,191,300.44 ",0.009833485,Broadcasting,US,---
2495529,KRC,Kilroy Realty Corp.,3651253,"$134,913,798.35 ",0.0098133,Office REITs,US,---
BMZQZL2,DEN,Denbury Inc.,1471192,"$134,731,763.36 ",0.009800059,Oil & Gas Exploration & Production,US,---
B0JL5L9,MPW,Medical Properties Trust Inc.,18637756,"$134,564,598.32 ",0.0097879,Health Care REITs,US,---
B125XQ6,POR,Portland General Electric Co.,3066795,"$134,509,628.70 ",0.009783902,Electric Utilities,US,---
